,review_score,review_comment_message
37120,1,Não gostei
37121,5,"Item perfeito, atende todas as minhas necessidades."
37122,1,"faltou compromisso , faltou responsabilidade , não pude usar a mercadoria conforme previsto , nem mesmo uma ligação para esclarecer o motivo do atraso, estou esperando até agora."
37123,4,"Veio tudo certinho e antes da data prevista.Apenas 1 pequeno pedaço da árvore veio c/ a madeira comida,vou tentar preencher c/ pó de madeira,próximo ao aniversário irei montar as peças e ver melhor."
37124,5,excelente
37125,3,"O produto chegou no prazo e em perfeitas condições.
Mas achei o produto com uma qualidade inferior do que esperava.
Produto vem com nota fiscal e manual, é original, mas é fraco."
37126,5,Entregou tudo certo e bem antes do prazo determinado.
37127,3,O produto não foi entregue no prazo informado. Porém a empresa me enviou por Sedex para que não ficasse muito longo. Sorte que eu não tinha pressa do produto. Minha avaliação fica como média
37128,5,Recomendo com certeza! 
37129,5,"O relógio é lindo, amei, Super recomendo."
37130,4,"Além de ser um belo copo, chegou bem rápido, mas poderiam mandar para um correio mais proximo."
37131,5,Ótimo produto 100% de qualidade é garantia
37132,5,"O produto chegou super rápido, é bonito e veio muito bem embalado."
37133,5,"Chegou bem antes do prazo, estou super feliz!"
37134,3,UM DOS PRODUTOS (ENTREGA02) COMPRADOS NESTE PEDIDO NAO RECEBI AINDA E OUTRO (ENTREGA01) RECEBI EMAIL QUE ESTA COM DIFICULDADES NA ENTREGA E NÃO TIVE MAIS NOTICIAS 
37135,5,Chegou antes do prazo.
37136,4,Recebi o produto de cor incorreta da minha escolha 
37137,5,Entregue antes do prazo. Produto conforme especificações.
37138,5,"Excelente produto, conforme o anúncio "
37139,5,Comprei o produto como original e veio um compatível. ..
37140,5,O produto chegou perfeito e no prazo antecipado inclusive.
37141,5,Otima qualidade
37142,5,Só achei muito longo o prazo de entrega.
37143,5,"Recebi o produto antes do prazo de entrega.
O único senão é q um dos frascos chegou com a tampa quebrada e vazando . 
Mas não foi mta perda de líquido. Ainda consegui passar para um outro frasco .
"
37144,3,ok! muito bonito
37145,1,"Como assim entregue? É a segunda vez que encontro problema com esse produto! primeiro, ele me é cancelado unilateralmente pela lojas lannister e agora ele é entregue? E o meu reembolso????"
37146,2,"Nao creio que essa capa vá durar, material mole e de aparência frágil, pelo preço deveria ser melhor"
37147,5,Veio um ótimo produto tanto a capinha como a película são muito adaptáveis.
37148,2, até agora estou esperando minha encomenda chegar
37149,4,Produto muito bom
37150,1,Produto diferente da foto. 
37151,4,Comprei este produto para dar um gás a mais nos treinos. Ainda estou testando mas o sabor é agradável e não é muito doce. Ele dissolve bem. Não use anabolizantes. Preserve sua saúde com inteligência!
37152,5,Otimo
37153,4,estou satisfeito
37154,1,produto é diferente do mostrado na foto deve ser qualidade inferior e não serve pra nada não removeu nenhum cravo
37155,5,Ótima loja...
37156,5,"Gostei muito de comprar neste site.
Rapidez e eficiência "
37157,5,Promete o combinado.
37158,4,Ficou perfeito e chegou antes do prazo.
37159,3,Chigling
37160,5,"produto de qualidade, entrega rápida, recomendo a todos"
37161,5,O produto chegou dentro do prazo estimado.
37162,1,Ainda não recebi o produto os prazos já se passaram e até agora nenhuma resposta agora aguenta a dor de cabeça pra resolver 
37163,5,Muito obrigado pela atenção e fiquei satisfeito com o atendimento
37164,5,produto entregue e dentro do prazo estipulado pelo vendedor.
37165,5,"Como sempre as casas lannister entrega seus produtos com muita pontualidade e no prazo correto,,,, parabéns casas lannister

"
37166,5,"Chegou bem antes do prazo, tudo certinho. !"
37167,1,Falta receber um carrinho fórmula vermelho
37168,1,"Não recebi o produto conforme o combinado!
Comprei dois kit e veio somente um!"
37169,5,"Bom produto pelo preço 
Mas poderia melhorar a parte removível que não encaixa bem
O resto ok"
37170,5,Entrega rapida e produto de otima qualidade
37171,4,Excelente produto
37172,5,"Produto conforme o anunciado, entregue com rapidez."
37173,4,Boa
37174,5,Qualidade M.Boa
37175,5,Obrigado pela atenção
37176,5,O produto chegou em perfeito estado e antes do prazo determinado.
37177,3,"Eu sempre compro nas lojas lannister e um produto nunca demorou tanto pra chegar , mas devido o fato de ser vendido e entregue por outra loja , acredito que seja por isso a demora ."
37178,5,Muito bom comprar pela lannister.com
37179,1,"O produto veio incompleto, sem condições de montagem e uso "
37180,5,"Compro no stark, há vários anos. Ótima loja virtual. Nunca tive problemas."
37181,4,"Chegou OK, dentro do prazo de 23 dias úteis."
37182,1,o produto que recebi nao foi a cor desejada enviaram foi tapete branco
37183,1,precisa melhorar muito
37184,3,Não chegou o meu produto. Quero saber o que aconteceu? 
37185,4,o
37186,5,excelente foi
37187,5,"Demorou um pouco a chegar, mas veio dentro do prazo, visto q o prazo q foi dado foi bastante longo"
37188,4,Atendeu as expectativas
37189,1,Meu produto não foi entregue como eu vou fazer agora 
37190,2,"ADUIRI TRES BONECOS POWER RANGER, UM AZUL, PRETO E VERMELHO, SÓ FALTA RECEBER O VERMELHO PRO PAPAI NOEL DE MEU NETO"
37191,5,"Entrega rápida, o produto é muito bom , fácil de manusear"
37192,1,"São dois produtos, recebi um, no aguardo do segundo."
37193,5,"O papel de parede é lindo, supera todas as expectativas. Produto entregue antes do prazo. "
37194,4,Coisa simples + mto lindu... Preço bom tdo maravilhoso.. principalmente as lojas lannister por sua capacidade de responsabilidade na entrega antes do prazo.... Parabéns lojas lannister
37195,1,"Ola,

Acabei adquirindo o produto incorretamente. Estou tentando contato com o revendedor para realizar a troca por creditos.
"
37196,1,Não atende o prazo de entrega
37197,5,"Produto excelente, encaixe perfeito no banco, material de ótima qualidade. 
Recomendo!"
37198,4,.
37199,5,Rapidez e eficiência na entrega. Produto de boa qualidade.
37200,4,excelente produto
37201,3,"Sou cliente e essa é a primeira vez que houve problemas, até o momento não recebi a mercadoria.
Aguardo retorno urgente!!"
37202,5,Vendedor muito bom recomendo 
37203,4,"A entrega foi super rápida, produto de ótima qualidade."
37204,1,"Infelizmente a película protetora de vidro,venho quebrada, estou aguardando resolução"
37205,2,Comprei um jogo de ps3 e foi entregue outro totalmente diferente do que eu comprei.
37206,1,"Entregaram um produto de outra marca, bem inferior! E no anúncio diz marca MAIRIBEL e a foto do produto é da MAIRIBEL."
37207,4,"atrasou a data de entrega,mas o produto é perfeito."
37208,1,"Estou muito FRUSTRADO e preocupado, com a ""parceira targaryen"" q ainda não entregou meu pedido. E até o momento não recebi men se quer uma explicação "
37209,1,"Como podemos recomentar essa loja se os senhores não consegue cumprir com os prazos estabelecidos por vocês, essa foi a minha primeira compra e também será a ultima que farei."
37210,5,Tudo em ordem! Recomendo.
37211,1,"O produto foi entregue porém, apenas 1 unidade e não as 6 como consta no pedido e na nota fiscal."
37212,1,"O produto chegou, mas não foi o comprado. A descrição é a requerida, as fotos do mostruário também, mas o produto entregue foi diferente."
37213,1,"

Houve um impedimento relatado em outro e-mail justificando o atraso da entrega do produto .
Nesse momento ainda não recebi a compra.
Aguardo informações 
Patrícia "
37214,1,"comprei 4 produtos na americana a quase 1 mês atrás para dar de presente de natal, e ate agora só chegou 2.peço que agilizem a entrega por favor."
37215,5,O frete muito caro
37216,5,"O produto chegou muito rápido, em perfeitas condições, compra perfeita. "
37217,5,"A entrega ocorreu dentro do previsto e o produto veio correto e sem defeitos, recomendo"
37218,5,Entregue antes do prazo
37219,2,não tenho como avaliar pq ainda não recebi o produto.
37220,5,Compra conforme propraganda.
37221,5,Rapidez na entrega
37222,3,Só achei a entrega demorada. Realizei a compra dia 12 de dezembro 2017.
37223,5,"inspirações de transparência nas transações de compra , e uma innorme sensação de onestide.

OBRIGADO"
37224,5,"Muito bem embalado,com muito cuidado
,material de boa qualidade.Agora é amarelo mesmo,pensei que era mais fosco,mas e muito bonito.eu recomendo"
37225,1,"produto foi parcialmente entregue, até o momento não tive nenhuma satisfação do fornecedor."
37226,4,sempre gostei de comprar nas lannister. uma emprese séria que se preocupa com o cliente.
37227,5,recomendo
37228,1,"Fui informado que o pedido foi cancelado na véspera do vencimento da entrega, sem maiores explicações."
37229,5,"O produto adquirido atende as especificações contida no site, foi entregue com 15 dias de antecedência e recomendo as compras pelo site da lannister.com "
37230,5,Foi muito bom.
37231,3,"Recebi o produto no prazo, mas veio faltando uma peça."
37232,1,"Produto mal feito, com rebarbas no alumínio e pintura mal acabada. Não recomendo"
37233,5,Bom
37234,5,SATIFEITO COM O PRETENDIDO
37235,4,"Não há como avaliar o produto, pois recém o recebi"
37236,3,"Recebi apenas um item do pedido! A nota-fiscal está correta(também tem apenas um item)!
Mas e o outro item? O que aconteceu? Não sei de nada!"
37237,1,"Não recebemos o produto dentro do prazo, nem recebemos qualquer comunicado avisando o atraso."
37238,4,entregaram no prazo e produto correto
37239,3,Tudo certo 
37240,4,"O produto ainda não foi usado, mas como primeiro teste, está dentro do esperado.
Já o prazo de entrega foi excelente, chegou antes do previsto."
37241,5,"realizo compras a 7 anos, sempre com bom atendimento "
37242,5,"Você compra, paga e recebe dentro do prazo.
Recomendo."
37243,3,"Produto entregue antes do prazo estabelecido, deixou apenas a desejar em relação as características do produto, espera uma cortina mais espessa, não voltaria a comprar este item."
37244,4,Bom 
37245,1,Não recebi o produto e nenhuma satisfação. Aguardo contato.
37246,4,"Eu comprei achando ser vermelha e veio rosa, só foi isso de negativo"
37247,1,Comprei e paguei por dois produtos iguais e só recebi um. 
37248,1,Comprei dois produtos distintos da targaryen pelo stark. Em ambos houve dificuldade na entrega e rastreamento não atualiza há semanas.
37249,1,Pedi a cor L2 e recebi a cor L3. Se não tinha no estoque era só avisar ao cliente se ele gostaria de esperar ou cancelar o pedido. Agora peço para realizar a devolução e não tenho resposta.
37250,3,"Pagamos o produto e o frete. O stark informou que o produto ficou parado no Correio, mas o correio não nos informou que o produto estava la. Pagamos o frete até nossa casa."
37251,1,"O produto veio com as peças trocadas e não consegui montar. 
Quero providências !"
37252,2,Produto consta como entregue aos correios do RJ desde o dia 20/03 e ainda não saiu para entrega.
37253,5,estou satisfeito
37254,4,Oi. Ate. Jone. Nso. Fou. Entregue. O. Meu. Pedido. Estou. Muiiiito. Xateada pos. Js. Foi. Ate. Feito. O. Pagamento. Ese. Mes. No. Cartao mas. Ate. O. Exato. Momento. Nao. Chegou. Ate. Mim. Como. Poss.
37255,5,Adorei recomendo...
37256,5,"Chegou super rápido, fiquei até surpresa. Recomendadíssimo. "
37257,5,"Ainda está dentro do prazo estipulado, como também acabei de receber outro produto(TV) antes do prazo."
37258,5,como sempre otimo atendimento
37259,5,"muito bom, no prazo! recomendo."
37260,2,"Bom dia, sempre comprei pela loja online e é nunca tive problema,mas até hoje não entregaram minha última compra"
37261,5,gostei do produto e da entrega 
37262,5,foi uma compra muito boa e a entrega me surpreendeu estou muito satisfeita com meu produto
37263,4,Muito bom. Entrega rápida e do produto certo. Recomendo.
37264,3,"gostei muito do produto, mas entregaram na cor errada. Comprei lilas e recebi rosa. vou ficar com ele mesmo assim"
37265,5," Parabéns a lannister.com e toda à sua equipe !
 Os produtos chegam sempre antes do prazo, e sempre correto !
 Estou satisfeito !
 Parabéns, a todos !
 Obrigado, lannister.com"
37266,3,"Não fosse por causa dos Correios teria recebido no prazo. Mas esta empresa é incapaz de realizar um serviço decente.
Moro em apartamento e os Correios não interfonam no apartamento, apenas na portari"
37267,1,"ESSA LOJA É UMA PORCARIA , SEM SUPORTE NENHUM AO CLIENTE !! ATÉ AGORA NÃO RECEBI MEU PRODUTO .. ALEGANDO QUE O MEU INDEREÇO ESTA INCORRETO"
37268,1,"O produto que eu comprei veio errado, comprei duas placas de lavadora diferentes, veio duas iguais veio duas bwg/C10A, e necessito da outra placa Bwl09 urgente "
37269,5,Produto recebido em perfeito estado e dentro do prazo!
37270,5,"Loja confiável, entrega rápida."
37271,4,bom
37272,5,Serviço rapido
37273,5,Loja muito boa no atendimento e rápida na entrega do produto
37274,1,"estou no aguardo do restante da compra, veio somente 1 item"
37275,4,"Recomendo! Chegou antes, bem embalado, tudo certinho. "
37276,5,"Chegou de acordo com que eu tinha pedido e chegou antes do prazo previsto, super recomendo 👏👏👏"
37277,2,Precisa ter esta avaliação em todos os produtos q se compra pq ainda tenho compras a receber
37278,5,Loja muito ágil no envio do produto. Bem embalado e conforme anunciado
37279,5,Cumpriu o prometido
37280,4,Tudo no prazo.
37281,1,A cinta térmica quando ligou na tomada começou a derreter e começou a queimar a pessoa que usou 
37282,5,Excelente! Tudo em perfeita ordem! 
37283,5,Amo comprar com vcs!
37284,5,"Entrega muito rápida, muito antes do prazo.
Excelente."
37285,4,Gostei do produto apesar de que o tapete de grama é muito fraco
37286,5,Muito bom chegou bem antes do previsto chegou eh 5 dias corridos parabéns a loja muito o atendimento o produto ótima qualidade recomendo a qualque pessoas adquirir o produto obrigado
37287,5,"

"
37288,5,adoro vocês compro sempre.
37289,1,"comprei 03 ,paguei 3 e so recebi 01."
37290,5,"Gosto muito de comprar nas Américas compromisso e seriedade com seus clientes, parabéns "
37291,5,.
37292,5,mto bom
37293,5,"Muito bom, entregue no prazo "
37294,1,"Optei pela marca BaByliss, pois já tenho uma e gosto muito porém esta que eu comprei e paguei caro é bem diferente parece muito com uma imitação, não tem se quer o selo do INMETRO. Cheira queimado "
37295,3,"A embalagem deixou a desejar, por pouco o produto não foi danificado, a caixa estava toda amassada."
37296,4,"Apesar da caixa ter vindo meio estrupiada e sem manual, o produto veio certinho e em perfeitas condições."
