,review_score,comments,sentiment
31758,5,fret grátil client compr realiz ano,1
31759,1,tud ok,0
31760,5,produt cheg 1 mê adiant ame,1
31761,1,receb 1 cartuch retorn vend baratheon vou ter cancel compr receb contat falt respeit receb retorn preocup,0
31762,4,envi dentr praz bem embal,1
31763,5,receb bem ant praz ame obrig,1
31764,1,boa tard cade vier defeit braç arranh encost manch lannist respond mail vergonh,0
31765,1,tamp cook top cheg tod quebr ped devoluç,0
31766,4,entreg volum separad dat difer cheg tud cert,1
31767,2,fiz únic compr vári produt dest empr mesm divid entreg 3 envi separ send 1 dess notific sobr númer rastrei descobr receb,0
31768,4,compr nenhum problem,1
31769,1,compr 2 cade cheg soment 1 not rasur abr reclam lannist aguard soluç,0
31770,5,recom loj produt,1
31771,5,produt entreg ant praz,1
31772,4,tud perfeit execut apen ach val fret elev,1
31773,5,sup rápid produt muito bom,1
31774,4,ótim produt excel parc,1
31775,1,receb produt,0
31776,2,entreg soment furad falt malet descrit hor compr fiq chate fiz reclam,0
31777,5,produt cheg ant praz estabelec recom loj,1
31778,2,to tend problem ativ ceul consig pta funcion,0
31779,5,otim,1
31780,1,pag hj prim parcel recib produt cancel compr,0
31781,1,agor consegu entr contact resolv problem telefon sac secretár eletrôn dispõ mecan lev fal diret atend,0
31782,5,tud suav,1
31783,5,ótim produt,1
31784,5,produt cheg cert dentr praz perfeit est,1
31785,1,coloc películ later fic proteç pergunt películ embal incorret apes const xper xz películ dest mod men tel,0
31786,5,val apen compr absorv descart,1
31787,5,loj sup segur compr,1
31788,3,ent ped entreg mercad complet,0
31789,1,produt nao entreg ja faz me esper,0
31790,5,fret dev barat,1
31791,3,ach praz razoá entreg entretant períod pag emiss not fiscal demor pod melhor,0
31792,5,produt qual serviç entreg ótim,1
31793,3,produt bom pen cheg amass recom,0
31794,3,fiz outr compr nunc problem algum receb mercad por ness ult compr email confirm ped receb esper entreg brev,0
31795,1,produt quebr,0
31796,4,entreg praz,1
31797,4,lind cheg praz,1
31798,5,parabém loj produt cheg bem embal antecipad recom,1
31799,4,entreg rápid,1
31800,5,recom vend,1
31801,5,ótim produt entreg ant praz,1
31802,5,receb mercad dentr praz combin atend muuit atenci,1
31803,5,tud cert entreg rápid,1
31804,5,tud cert,1
31805,3,produt mal embal caix vei solt dentr caix grand correi abert ít tod espalh dev preench espaç livr menos jorn,0
31806,5,gost produt ja compr outr produt nest loj gost obg,1
31807,1,mercad cheg quer dinh volt,0
31808,5,sempr atend perfeit recom,1
31809,5,produt bom,1
31810,5,gost cont rapid vc continu assim vão ter cad dia client fiel,1
31811,3,contr anunci jog tapet automo encaix corret citroen aircros 2018 princip motor cort part fic legal,0
31812,5,produt excel qual recom produt loj,1
31813,1,produt aind entreg respons correi porém loj pod tê lo envi ant mod antecip event imprevist continu esper,0
31814,4,bom produt vend cel profiss,1
31815,4,precis troc produt,1
31816,1,aind receb praz ate dat ent aguard,0
31817,5,bonit efici,1
31818,5,produt acord anunci entreg rápid,1
31819,5,tod vez compr nest loj produt cheg praz excel cond busc sempr melhor preç qual compr,1
31820,5,produt cheg conform combin tud cert recom,1
31821,5,excel qual ades entreg sup rápid recom desej deix quart filhot divert color,1
31822,4,proteç embal vei viol,1
31823,4,falt entreg 1 cortin mand msg ont port receb pq cas not const 3 cortin entreg 2 verific favor pq dev ter sobr 1 carr,1
31824,5,bom entreg ant praz recom,1
31825,5,prát rápid,1
31826,5,fiq satisfeit recom,1
31827,2,receb part compr fslt sai matelas receb nenhum inform sobr pend aguard instruç sobr proced,0
31828,1,produt total difer anunci pret sim verd escur part desenh dev branc vei cor nud parec tapet suj horr,0
31829,4,compr nov,1
31830,3,ach loj dev trabalh correi,0
31831,4,entreg ant dat esquadr vei empen,1
31832,5,ola compr cheg ant praz otim produt obrig,1
31833,1,produt entreg praz porém segund dia par funcion opt devoluç,0
31834,4,recom,1
31835,3,,0
31836,1,produt péss tent cancel moment compr consegu,0
31837,5,parab tud ok cheg ant combin muiot obrig,1
31838,5,recom top produt,1
31839,2,envi pneu aind,0
31840,1,receb produt pres dat praz esgot,0
31841,5,olá obrig produt cheg perfeit est ant praz previst po vc brev volt compr outr produt bem interess saud ame amostr,1
31842,5,bom,1
31843,5,loj excel,1
31844,4,produt conform descrit cheg ant praz previst,1
31845,4,gost,1
31846,5,pan sao graç enxug sup bem cas estamp lind q outr cheg ant praz feliz vou compr,1
31847,2,acredit entreg pod dia combin,0
31848,5,produt receb ant praz ótim qual,1
31849,1,praz entreg expir dat moment receb produt,0
31850,1,produt cheg,0
31851,5,mto bem atend produt cheg sup rápid obrig,1
31852,5,gost qual peç entreg dentr dat prev,1
31853,5,lind lustr recom,1
31854,5,bom,1
31855,5,revest dentr tod acolcho,1
31856,5,serviç prest form elogi rog permaneç sempr assim poi produt entreg bem ant temp,1
31857,4,bom produt,1
31858,1,produt vei defeit solicit troc retorn,0
31859,5,sup confort,1
31860,4,produt cheg ant praz previst,1
31861,5,atend expect,1
31862,4,boa obrig,1
31863,5,sup efici lindoo arar,1
31864,5,produt prim qual loj show bol,1
31865,5,quatr compr fiz 2018 pag assinat prim anual encomend cheg praz norm,1
31866,4,receb produt praz tud corret problem algum,1
31867,5,sim recom loj porqu cumpr promet,1
31868,5,cheg ant praz,1
31869,1,fiz doi ped mangu pra entr águ outr saíd porém vier dua said precis resolv,0
31870,2,produt bom especific sait otim nao recom porqu sait fal entreg 15 dia lev 30 dia cheg afff bonec bonit ame otim tec not geral 10 produt,0
31871,3,colch bonit por pan fin esper dur temp bom desfi lav,0
31872,1,compr dua unidad receb apen,0
31873,5,ador produt cheg ant praz excel precis vou compr nov obrig,1
31874,2,receb ton pret,0
31875,5,bom cust x benefíci,1
31876,2,caix vei sem abert rasg mau est transport,0
31877,2,otim qual,0
31878,5,obrig atenç,1
31879,5,recom,1
31880,5,ok,1
31881,5,produt acord expect filh ador cheg ant previst,1
31882,5,bem atend app obrig,1
31883,1,péss val ach pan melhor,0
31884,1,aguard entreg poi dia hj vei poss avali encomend loj poi rastri produt diz entreg correi transport,0
31885,5,ta dificil compr lannist lev quas 30 dia pra receb produt nao recom dem,1
31886,5,produt receb acord expect,1
31887,4,ach vwu praz entreg nåo respeit,1
31888,1,produt aind entreg,0
31889,1,ate agor aguard entreg nâo cumpri praz,0
31890,1,gost solic entreg produt nov aguard,0
31891,2,receb produt dentr praz contud quebr dua part prefer col superbond invé devolv esper nov,0
31892,5,bom,1
31893,5,bom,1
31894,3,boa tard ped 2 whey porém agor entreg gost sab outtr vind separad falh envi obrig,0
31895,3,produt conform especific entreg via correi péss produt lev quas mê perd entreg,0
31896,5,ame,1
31897,3,por bols espaç,0
31898,5,ame real condiz propagand perfeit,1
31899,1,compr dia 5 agost previst entreg dia 25 agor cheg,0
31900,5,perfeit entreg rap tud cert excel produt,1
31901,5,cheg praz bem bonit,1
31902,5,tud conform promet,1
31903,5,recom,1
31904,4,tud acord obrig,1
31905,1,cheg cas vei falt pec esper vc entr cont comig vou procon,0
31906,5,cumpr promet,1
31907,1,produr cheg der nenbum satisf,0
31908,5,tud perfeit,1
31909,5,fiq satisfeit produt,1
31910,1,produt entreg send difícil contat vend recom loj sistem parc lannist,0
31911,3,pass praz receb contrat aind receb produt sei pass grev correi outr compr cheg atras cheg,0
31912,1,boa tard produt vei corret por entreg pess precis busc outr cidad ach absurd compr pel internet pag fret nao entend porqu nao entreg residenc,0
31913,5,vend ótim produt excel entreg ant praz,1
31914,1,compr fiz carr process form separ oner fret compr demor demal envi aind receb produt,0
31915,3,bem atend,0
31916,5,bom,1
31917,5,produt entreg ant praz,1
31918,5,esper rest pedidp,1
31919,4,demor respond prim respost concret respond produt entreg,1
31920,1,publ tip entreg outr nad ver mostr fot tod diamant mandat ferr velh porc,0
31921,1,nâo esper parec tent devolv consegu apen doi dia receb,0
31922,3,gost produt orig quebr galh recom,0
31923,1,produt total difer aind vei defeit gost ter dinh volt,0
31924,1,compr carreg veicul belkin porém lig veicul prim vez queim carreg tom veícul,0
31925,3,esper pouc qual bom,0
31926,4,receb produt praz test aind,1
31927,5,ame produt,1
31928,5,receb sup rápid,1
31929,5,boa compr,1
31930,4,cheg pouc ant praz produt funcion corret dei 5 estrel porqu aind falt avali durabil produt rsr,1
31931,3,produt cheg ant praz porém vei bem suj manch,0
31932,3,produt vei embal porém amass,0
31933,1,entreg produt difer quer cor tamanh difer insatisfeit compr,0
31934,5,produt show eh q esper,1
31935,5,bom,1
31936,4,vier tre conjunt lencoil dia diferenç,1
31937,1,bota lig deslig nao func,0
31938,5,cheg ant praz bom produt,1
31939,1,compr produt receb compet pra vend entreg vend quer dinh volt entreg produt,0
31940,4,boa,1
31941,5,ador agil entreg produt cheg ant praz previst,1
31942,1,entregar ped gost falt consider consum,0
31943,5,mant padr figur melhor loj,1
31944,5,dispens coment satisfeit produt serviç entreg,1
31945,4,serviç poss recomend,1
31946,3,produt vei falt algum peç empr prontific env la aguard,0
31947,3,pod reforç,0
31948,4,produt entreg quas 2 seman ant praz final porém caix fei cert amass produt ótim est,1
31949,5,entreg rap produt qual otim preç,1
31950,5,obrig parabém produt excel,1
31951,1,sobr loj nad reclam produt ach difer,0
31952,3,mont aind confer acord promet problem rastre poi targaryen demor locomov dificuldad entreg,0
31953,4,emb final inform praz long entreg mercad entreg praz,1
31954,4,infeliz pesso fez entreg mal educ,1
31955,1,produt vei cor err,0
31956,3,bom,0
31957,1,nao gost produt pi loj nao dá opça troc sit contat lannist nao opça pra fal,0
31958,5,entreg dia seguint pag parabém,1
31959,5,cumpr promet produt d qual,1
31960,3,dou avali mai porqu pass desconfort ach caíd fraud poi receb not fiscal so dia outr dia receb produt,0
31961,5,maravilh acim expect ador,1
31962,4,opin,1
31963,1,péss além dem aind mand produt err,0
31964,5,produt ótim qual sab ótim entreg ant praz,1
31965,5,gost total agil confiavél recom á tod,1
31966,5,produt cheg ant praz qual entreg parabém,1
31967,1,produt aind entreg,0
31968,5,produt cheg bem rápid parabém,1
31969,3,qual produt inferi desej,0
31970,1,títul anúnci vei escrit jog americ vei apen 1 peç,0
31971,5,excel parabém tod equip,1
31972,5,sup feliz produt obg,1
31973,1,previst entreg dia 13 03 hoj dia 23 03 aind receb rastre nest final seman cheg,0
31974,5,bonit,1
31975,4,produt bom entreg excel,1
31976,1,fiz compr produt cheg praz abr cham parc qu respond mens produt conect energ toc music fic reproduz á,0
31977,5,produt men preç merc cheg ant dat indic,1
31978,4,verd azul esverde verd azul bonit irá serv,1
31979,5,produt maravilh entreg ant combin,1
31980,5,produt lind entreg sup rápid recom,1
31981,4,relógi bom bonit porém puls vez dificuldad fech direit,1
31982,1,vei cor solicit marq azul vei vermelh insatisfeit vend gost sab soluç vc vão dar,0
31983,5,receb apen jog lençol jog lençol adri nao vei junt,1
31984,5,apen observ produt cab aliment produt pequen lig tom,1
31985,3,lannist ótim entreg ant praz produt bom acab assent rod frac gost encost mantém colun bem ret opç inclin,0
31986,4,entreg realiz muit rapid bem ant praz determin bom,1
31987,5,loj confia,1
31988,3,bonit conforta,0
31989,1,compr produt cheg respond email sobr dão parec pra rastr ped nunc compr ness loj,0
31990,5,cheg ant combin,1
31991,5,produt entreg praz conform especific recom,1
31992,5,produt entreg dat prev bem atend,1
31993,4,pan fin digin coloc lençol descr produt,1
31994,5,produt entreg qual,1
31995,5,top,1
31996,5,produt bom recom,1
31997,2,compr muit cois nest sait prim vez fic insatisfeit esper devolv val pag vou devolv produt tent 2 dia sait diz err,0
31998,4,prevaleç sempr á pontual compromet,1
31999,5,ame lind,1
32000,1,dev coloc detalh produt sit compr pens tapet daquel tradic parec cober fot part trá tapet sit,0
32001,1,receb mercad produt ata funcion,0
32002,3,demor entreg previst pro dia 30 cheg dia 24 parec ant praz porém dat compr demor,0
32003,5,entreg rápid dentr praz,1
32004,5,bom,1
32005,5,bom entreg ant praz bem embal recom loj volt compr,1
32006,5,recom,1
32007,3,fiz ped 2 puls porém cheg pedr vulcân outr puls cheg gost sab envi pacot difer,0
32008,5,ótim loj pra compr,1
32009,1,compr doi produt tal test cab red rj45 rj11 pacot 100 conec rj45 q pacot entreg pacot 100 conec 50 quer test,0
32010,4,gost praz entreg ate precis outr produt compr caus diss,1
32011,5,satisf,1
32012,5,bom,1
32013,1,escrev mail stark loj respons ngm respond relógi casi comerci orig vem caix man cobr preç orig,0
32014,5,produt bem embal devid entreg dentr praz propost,1
32015,5,receb 3 dia rápid tud perfeit parabém,1
32016,5,entreg temp cond,1
32017,4,produt correspond descr vei embal direit cheg praz,1
32018,3,sit confianç compr imagin imag sit produt compr mai solicit troc val entreg praz dev grev,0
32019,5,otim,1
32020,1,oferec produt entreg pod fech port faç vou reembols,0
32021,5,bom entreg praz,1
32022,1,compr tre aparelh lg conform ped nf 3 produt receb 2 dia entr contat moment obtiv nenhum respost,0
32023,5,cheg cert dentr praz,1
32024,1,após esper mê esper dat inform entreg cumpr,0
32025,1,produt defeit solicit devoluç,0
32026,1,receb mes travis,0
32027,5,entreg feit sucess,1
32028,5,otim produt bom vei tud cert cheg ant praz previst parabém loj lannist,1
32029,4,produt igual anunci receb ant praz satisfeit compr,1
32030,4,obrig,1
32031,5,parabém entreg rápid,1
32032,5,queix sempr compr receb direit ant praz ach otim,1
32033,5,ótim cheg bem ant dat prev,1
32034,4,cheg cert ador compr lannist br qto produt aind use,1
32035,5,obrig,1
32036,2,ach legal loj poi ped produt entreg outr ent indic loj targaryen,0
32037,5,dentr praz qual rotin,1
32038,5,l,1
32039,4,08,1
32040,1,falt consider client,0
32041,5,bom praz entreg apen cd instal cheg danific quebr tud cert poi app intal,1
32042,5,produt cheg ant praz cuidados bem embal lind pend recom,1
32043,3,vei embal proteç costum realiz cautel conhec geral correi empreg muit cuid sort aparent rest prejudic melhor,0
32044,5,produt orig ótim qual pequen sup delic,1
32045,5,produt cheg ant praz,1
32046,5,parabém entreg bem rápid,1
32047,5,obr abr rol confer aparent tud cert,1
32048,3,func,0
32049,5,compr 5 produt pag 5 fret abisurd fret,1
32050,5,bom,1
32051,4,compr 2 it mesm loj receb apen 1 cobr 2 fret,1
32052,4,boa,1
32053,1,receb produt avari moment troc,0
32054,2,quer lençol branc exist ent compr azul realiz compr diss azul exist ent sobr beg,0
32055,4,loj parc www lannist merec crédit,1
32056,1,fot colch lind ia chã real fic metad,0
32057,1,produt entreg,0
32058,4,ent receb produt difer imag vi internet,1
32059,1,aind receb produt algum problem entreg favor precis resolv problem pra mim,0
32060,2,produt cheg amass pouc perd líqu frasc,0
32061,3,receb produt serv celul gost devolv troc outr produt,0
32062,4,cart bom mater grand bem mai fot,1
32063,5,bom entreg produt,1
32064,4,prim vez atend loj ach otim,1
32065,4,compr vari ano reclam,1
32066,5,bom ótim,1
32067,5,,1
32068,5,produt exat esper descrit sit cheg bem ant dat prev,1
32069,1,entreg bonec falt pan prat és sai cam box solt,0
32070,1,receb aind produt gost respost previs entreg dia dat anid receb,0
32071,1,receb apen 1 unidad solicit dev 2 inclusiv cobr const not fiscal tent contat loj 4 dia inform vão mand email contat fornec,0
32072,5,ótim loj entreg ant praz sup recom,1
32073,3,ach mater gross cor ped vei difer,0
32074,5,tud conform esper obrig,1
32075,5,produt qual receb ant praz previst,1
32076,4,produt boa qual,1
32077,3,otoscópi vei caix péss qual wellch além vir abert produt tão mal feit parec falsific vei estoj tampouc pilh péss,0
32078,4,cheg bem ant praz,1
32079,5,mater perfeit melhor esper,1
32080,3,aind nao receb produt,0
32081,5,produt entreg praz corret otim qual,1
32082,5,chegouu bem ant praz produt óóót,1
32083,1,solicit entreg mater,0
32084,4,produt lá qual incr assim bom,1
32085,4,produt cumpr promet pod potent,1
